pl_name,hostname,discoverymethod,disc_year,pl_eqt
Kepler-1634 b,Kepler-1634,Transit,2016,282.0
Kepler-294 b,Kepler-294,Transit,2014,1087.0
HD 1690 b,HD 1690,Radial Velocity,2010,
K2-331 b,K2-331,Transit,2021,909.0
Kepler-1398 b,Kepler-1398,Transit,2016,1510.0
NGTS-8 b,NGTS-8,Transit,2019,1345.0
GJ 581 e,GJ 581,Radial Velocity,2009,
HD 3765 b,HD 3765,Radial Velocity,2021,
TOI-2427 b,TOI-2427,Transit,2022,1117.0
Kepler-1853 b,Kepler-1853,Transit,2021,386.0
KOBE-1 c,KOBE-1,Radial Velocity,2025,392.5
USco1621 b,USco1621 A,Imaging,2019,2270.0
Kepler-445 d,Kepler-445,Transit,2015,305.0
Kepler-937 b,Kepler-937,Transit,2016,495.0
TOI-6420 b,TOI-6420,Transit,2025,1213.0
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,Microlensing,2023,
Kepler-970 b,Kepler-970,Transit,2016,464.0
TOI-5388.01,TOI-5388,Transit,2024,601.35
Kepler-1701 b,Kepler-1701,Transit,2020,273.0
HD 45364 c,HD 45364,Radial Velocity,2008,
Kepler-312 b,Kepler-312,Transit,2014,1685.0
HAT-P-70 b,HAT-P-70,Transit,2019,2562.0
Kepler-200 b,Kepler-200,Transit,2014,854.0
TOI-1777.01,TOI-1777,Transit,2024,580.0
HD 47186 b,HD 47186,Radial Velocity,2008,
Kepler-1024 b,Kepler-1024,Transit,2016,376.0
HD 285968 b,HD 285968,Radial Velocity,2008,450.0
Kepler-69 c,Kepler-69,Transit,2013,299.0
HD 134606 e,HD 134606,Radial Velocity,2024,
HD 218566 b,HD 218566,Radial Velocity,2010,
Kepler-1835 b,Kepler-1835,Transit,2021,808.0
Kepler-454 b,Kepler-454,Transit,2015,916.0
BD+63 1405 b,BD+63 1405,Radial Velocity,2021,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,Microlensing,2018,
Kepler-311 c,Kepler-311,Transit,2014,744.0
WASP-162 b,WASP-162,Transit,2018,910.0
Kepler-943 b,Kepler-943,Transit,2016,455.0
HD 125595 b,HD 125595,Radial Velocity,2009,
HD 108874 c,HD 108874,Radial Velocity,2005,
HD 113538 c,HD 113538,Radial Velocity,2010,
TIC 172900988 b,TIC 172900988 Aa,Transit,2021,
Kepler-836 b,Kepler-836,Transit,2016,869.0
Kepler-1050 b,Kepler-1050,Transit,2016,1039.0
HD 93351 b,HD 93351,Radial Velocity,2022,
TOI-122 b,TOI-122,Transit,2020,471.0
GJ 900 b,GJ 900 A,Imaging,2024,
Kepler-223 c,Kepler-223,Transit,2014,947.0
HD 28471 d,HD 28471,Radial Velocity,2025,945.0
K2-294 b,K2-294,Transit,2019,1425.0
Kepler-1545 b,Kepler-1545,Transit,2016,274.0
Kepler-137 b,Kepler-137,Transit,2014,742.0
Kepler-1811 b,Kepler-1811,Transit,2021,455.0
Kepler-1774 b,Kepler-1774,Transit,2021,522.0
Kepler-771 b,Kepler-771,Transit,2016,890.0
KOBE-1 b,KOBE-1,Radial Velocity,2025,594.4
TOI-5076 b,TOI-5076,Transit,2024,550.0
Kepler-1196 b,Kepler-1196,Transit,2016,436.0
KOI-94 c,KOI-94,Transit,2013,1012.0
HD 196067 c,HD 196067,Radial Velocity,2025,
Kepler-1277 b,Kepler-1277,Transit,2016,496.0
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,Microlensing,2022,
CoRoT-3 b,CoRoT-3,Transit,2008,1695.0
HATS-52 b,HATS-52,Transit,2017,1834.0
Kepler-333 b,Kepler-333,Transit,2014,480.0
K2-241 b,K2-241,Transit,2018,507.0
Kepler-562 b,Kepler-562,Transit,2016,658.0
Kepler-1671 b,Kepler-1671,Transit,2020,962.0
Kepler-250 d,Kepler-250,Transit,2014,579.0
HIP 34222 b,HIP 34222,Radial Velocity,2021,
LHS 3844 b,LHS 3844,Transit,2019,805.0
TOI-1221 b,TOI-1221,Transit,2023,440.0
Kepler-206 b,Kepler-206,Transit,2014,983.0
Kepler-1852 b,Kepler-1852,Transit,2021,760.0
Kepler-881 b,Kepler-881,Transit,2016,1217.0
Kepler-185 b,Kepler-185,Transit,2014,1237.0
Kepler-422 b,Kepler-422,Transit,2014,1028.0
HD 240237 b,HD 240237,Radial Velocity,2011,
Kepler-1294 b,Kepler-1294,Transit,2016,401.0
HD 153557 c,HD 153557,Radial Velocity,2022,
TOI-1601 b,TOI-1601,Transit,2021,1493.97
Kepler-324 c,Kepler-324,Transit,2014,410.0
Kepler-490 b,Kepler-490,Transit,2016,1597.0
Gl 725 A b,Gl 725 A,Radial Velocity,2025,
Kepler-1379 b,Kepler-1379,Transit,2016,1564.0
Kepler-1826 b,Kepler-1826,Transit,2021,806.0
Kepler-1122 b,Kepler-1122,Transit,2016,526.0
Kepler-913 c,Kepler-913,Transit,2021,1357.0
Kepler-1298 b,Kepler-1298,Transit,2016,1373.0
HD 4732 b,HD 4732,Radial Velocity,2012,
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,Microlensing,2022,
TOI-237 b,TOI-237,Transit,2020,388.0
HD 134606 c,HD 134606,Radial Velocity,2024,
HATS-48 A b,HATS-48 A,Transit,2020,954.6
Kepler-1847 b,Kepler-1847,Transit,2021,843.0
TOI-1694 b,TOI-1694,Transit,2023,943.19
Kepler-770 d,Kepler-770,Transit,2016,1941.0
K2-190 c,K2-190,Transit,2018,
HATS-5 b,HATS-5,Transit,2014,1025.0
K2-155 c,K2-155,Transit,2018,583.0
Kepler-289 b,Kepler-289,Transit,2014,607.0
Kepler-46 c,Kepler-46,Transit Timing Variations,2012,455.0
HIP 109600 b,HIP 109600,Radial Velocity,2016,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,Microlensing,2018,
HD 10180 e,HD 10180,Radial Velocity,2010,
HAT-P-44 b,HAT-P-44,Transit,2014,1108.0
eps Ind A b,eps Ind A,Radial Velocity,2019,275.0
Kepler-407 b,Kepler-407,Transit,2014,1983.0
HD 48265 b,HD 48265,Radial Velocity,2008,
Kepler-263 b,Kepler-263,Transit,2014,548.0
Kepler-1219 b,Kepler-1219,Transit,2016,1159.0
Kepler-1027 b,Kepler-1027,Transit,2016,1268.0
Kepler-9 b,Kepler-9,Transit,2010,661.0
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,Microlensing,2022,
TOI-836 c,TOI-836,Transit,2023,665.0
Kepler-276 c,Kepler-276,Transit,2013,563.0
Kepler-1574 b,Kepler-1574,Transit,2016,1003.0
HIP 75092 b,HIP 75092,Radial Velocity,2021,
Kepler-1411 b,Kepler-1411,Transit,2016,441.0
TOI-3353.01,TOI-3353,Transit,2024,1264.36
Kepler-828 b,Kepler-828,Transit,2016,1848.0
K2-350 b,K2-350,Transit,2021,1158.0
Kepler-1145 b,Kepler-1145,Transit,2016,958.0
TOI-2180 b,TOI-2180,Transit,2022,348.0
61 Vir c,61 Vir,Radial Velocity,2009,
Kepler-1050 c,Kepler-1050,Transit,2016,935.0
AB Pic b,AB Pic,Imaging,2005,
HIP 107773 b,HIP 107773,Radial Velocity,2015,
Kepler-1306 b,Kepler-1306,Transit,2016,678.0
HIP 65426 b,HIP 65426,Imaging,2017,1500.0
WASP-50 b,WASP-50,Transit,2011,1394.84
K2-285 c,K2-285,Transit,2018,741.4
HD 145457 b,HD 145457,Radial Velocity,2010,
Kepler-201 c,Kepler-201,Transit,2014,378.0
Kepler-1925 b,Kepler-1925,Transit,2021,531.0
K2-291 b,K2-291,Transit,2019,1278.0
XO-7 b,XO-7,Transit,2019,1743.0
K2-101 b,K2-101,Transit,2016,618.0
WASP-47 b,WASP-47,Transit,2012,1275.0
HD 220773 b,HD 220773,Radial Velocity,2011,
HN Lib b,HN Lib,Radial Velocity,2023,234.4
ups And d,ups And,Radial Velocity,1999,
BD-11 4672 b,BD-11 4672,Radial Velocity,2014,
Kepler-1620 b,Kepler-1620,Transit,2016,428.0
Kepler-1157 b,Kepler-1157,Transit,2016,732.0
Kepler-249 c,Kepler-249,Transit,2014,429.0
PSR B0329+54 b,PSR B0329+54,Pulsar Timing,2017,
Kepler-1610 b,Kepler-1610,Transit,2016,750.0
Kepler-1245 c,Kepler-1245,Transit,2016,1190.0
TOI-169 b,TOI-169,Transit,2020,1715.0
Kepler-1564 b,Kepler-1564,Transit,2016,635.0
Kepler-1746 b,Kepler-1746,Transit,2021,310.0
GJ 536 c,GJ 536,Radial Velocity,2025,290.5
Kepler-297 d,Kepler-297,Transit,2023,325.0
K2-379 b,K2-379,Transit,2022,
K2-243 c,K2-243,Transit,2018,801.0
Kepler-332 d,Kepler-332,Transit,2014,427.0
HD 2638 b,HD 2638,Radial Velocity,2005,
Kepler-26 c,Kepler-26,Transit,2011,385.0
Kepler-102 f,Kepler-102,Transit,2014,495.0
BD-13 2130 b,BD-13 2130,Radial Velocity,2007,
Kepler-1147 b,Kepler-1147,Transit,2016,872.0
KIC 10001893 c,KIC 10001893,Orbital Brightness Modulation,2014,
Kepler-10 b,Kepler-10,Transit,2011,2188.0
HD 19615 b,HD 19615,Radial Velocity,2022,
HD 94834 b,HD 94834,Radial Velocity,2018,
Kepler-271 d,Kepler-271,Transit,2016,954.0
Kepler-305 c,Kepler-305,Transit,2013,728.0
HD 77338 b,HD 77338,Radial Velocity,2012,
HD 108236 d,HD 108236,Transit,2020,708.0
K2-292 b,K2-292,Transit,2019,795.0
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,Microlensing,2017,
TOI-4603 b,TOI-4603,Transit,2023,1677.0
Kepler-209 c,Kepler-209,Transit,2014,486.0
Kepler-826 b,Kepler-826,Transit,2016,1305.0
K2-157 c,K2-157,Radial Velocity,2025,587.0
EPIC 205950854 c,K2-168,Transit,2019,960.6
TOI-1670 c,TOI-1670,Transit,2022,684.0
Kepler-736 b,Kepler-736,Transit,2016,996.0
Kepler-17 b,Kepler-17,Transit,2011,1570.0
HD 221585 b,HD 221585,Radial Velocity,2016,
XO-2 N b,XO-2 N,Transit,2007,1328.0
TOI-132 b,TOI-132,Transit,2020,1395.0
HD 163607 c,HD 163607,Radial Velocity,2010,
4 UMa b,4 UMa,Radial Velocity,2006,
Kepler-1318 b,Kepler-1318,Transit,2016,202.0
K2-69 b,K2-69,Transit,2016,
HD 43197 c,HD 43197,Radial Velocity,2022,
TOI-4633 c,TOI-4633,Transit,2024,268.57
TOI-712 d,TOI-712,Transit,2022,313.6
NGTS-18 b,NGTS-18,Transit,2021,1381.0
CT Cha b,CT Cha,Imaging,2007,2600.0
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,Microlensing,2015,
Kepler-1696 b,Kepler-1696,Transit,2020,454.0
Kepler-1401 b,Kepler-1401,Transit,2016,808.0
Kepler-1996 b,Kepler-1996,Transit,2023,392.0
Kepler-1046 b,Kepler-1046,Transit,2016,786.0
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,Microlensing,2022,
Kepler-928 b,Kepler-928,Transit,2016,894.0
Kepler-1361 b,Kepler-1361,Transit,2016,1061.0
Kepler-1454 b,Kepler-1454,Transit,2016,492.0
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,Microlensing,2022,
HIP 107772 b,HIP 107772,Radial Velocity,2020,
K2-58 b,K2-58,Transit,2016,
Kepler-301 c,Kepler-301,Transit,2014,989.0
K2-229 b,K2-229,Transit,2018,1818.0
Kepler-153 c,Kepler-153,Transit,2014,458.0
Kepler-536 b,Kepler-536,Transit,2016,1877.0
HD 73256 c,HD 73256,Radial Velocity,2023,
HD 149143 b,HD 149143,Radial Velocity,2005,
Kepler-48 d,Kepler-48,Transit,2014,448.0
Kepler-971 b,Kepler-971,Transit,2016,1087.0
Kepler-1148 b,Kepler-1148,Transit,2016,1397.0
Kepler-1927 b,Kepler-1927,Transit,2021,677.0
WASP-48 b,WASP-48,Transit,2011,2035.0
Kepler-18 d,Kepler-18,Transit,2011,720.0
TOI-4443.01,TOI-4443,Transit,2024,1638.82
TOI-5293 A b,TOI-5293 A,Transit,2023,675.0
TOI-3856 b,TOI-3856,Transit,2025,1544.0
Kepler-619 b,Kepler-619,Transit,2016,1073.0
Kepler-844 b,Kepler-844,Transit,2016,713.0
K2-99 b,K2-99,Transit,2016,1184.0
Kepler-106 c,Kepler-106,Transit,2014,785.0
Kepler-957 b,Kepler-957,Transit,2016,769.0
Kepler-124 d,Kepler-124,Transit,2014,428.0
Kepler-309 b,Kepler-309,Transit,2014,531.0
Kepler-1433 b,Kepler-1433,Transit,2016,1226.0
K2-398 c,K2-398,Transit,2022,
Kepler-419 b,Kepler-419,Transit,2014,613.0
Kepler-81 b,Kepler-81,Transit,2012,635.0
Kepler-1740 b,Kepler-1740,Transit,2021,858.0
HD 142 A d,HD 142,Radial Velocity,2022,
Kepler-713 b,Kepler-713,Transit,2016,905.0
HD 176986 b,HD 176986,Radial Velocity,2017,
K2-403 b,K2-403,Transit,2022,949.0
Kepler-758 b,Kepler-758,Transit,2016,1005.0
WASP-41 c,WASP-41,Radial Velocity,2015,241.0
GJ 1148 c,GJ 1148,Radial Velocity,2017,
Kepler-176 d,Kepler-176,Transit,2014,501.0
TOI-1695 b,TOI-1695,Transit,2022,698.0
Kepler-1029 b,Kepler-1029,Transit,2016,790.0
Kepler-897 b,Kepler-897,Transit,2016,855.0
Kepler-317 b,Kepler-317,Transit,2014,976.0
HATS-24 b,HATS-24,Transit,2017,2166.0
K2-223 c,K2-223,Transit,2018,1091.0
K2-150 b,K2-150,Transit,2018,
HD 20868 b,HD 20868,Radial Velocity,2008,
Kepler-435 b,Kepler-435,Transit,2015,1729.0
Kepler-1829 b,Kepler-1829,Transit,2021,860.0
Kepler-65 c,Kepler-65,Transit,2012,1246.0
Kepler-901 b,Kepler-901,Transit,2016,704.0
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,Microlensing,2017,
HD 37124 c,HD 37124,Radial Velocity,2002,
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,370.0
HAT-P-9 b,HAT-P-9,Transit,2008,1540.0
7 CMa c,7 CMa,Radial Velocity,2019,
HD 67087 c,HD 67087,Radial Velocity,2015,
Kepler-345 b,Kepler-345,Transit,2014,622.0
Kepler-186 b,Kepler-186,Transit,2014,571.0
Kepler-277 c,Kepler-277,Transit,2013,778.0
Kepler-1487 b,Kepler-1487,Transit,2016,1682.0
K2-116 b,K2-116,Transit,2017,
Kepler-1350 b,Kepler-1350,Transit,2016,535.0
Kepler-995 b,Kepler-995,Transit,2016,517.0
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,Imaging,2021,1800.0
Kepler-539 c,Kepler-539,Transit Timing Variations,2016,253.0
Kepler-150 e,Kepler-150,Transit,2014,544.0
HD 33844 b,HD 33844,Radial Velocity,2015,
Kepler-1928 b,Kepler-1928,Transit,2021,621.0
Kepler-373 c,Kepler-373,Transit,2014,729.0
Kepler-394 c,Kepler-394,Transit,2014,901.0
Kepler-1174 b,Kepler-1174,Transit,2016,1156.0
KOI-3503 c,KOI-3503,Transit,2021,686.0
Kepler-269 c,Kepler-269,Transit,2014,875.0
HD 136352 d,HD 136352,Radial Velocity,2019,431.0
HD 213240 b,HD 213240,Radial Velocity,2001,
K2-183 d,K2-183,Transit,2018,615.0
HD 22496 b,HD 22496,Radial Velocity,2021,573.0
Kepler-1719 b,Kepler-1719,Transit,2021,1287.0
K2-171 b,K2-171,Transit,2018,
Kepler-517 b,Kepler-517,Transit,2016,467.0
TOI-178 b,TOI-178,Transit,2021,1040.0
Kepler-122 b,Kepler-122,Transit,2014,1159.0
Kepler-1640 b,Kepler-1640,Transit,2016,1228.0
Gaia-5 b,Gaia-5,Astrometry,2025,
Kepler-607 b,Kepler-607,Transit,2016,1874.0
Kepler-217 b,Kepler-217,Transit,2014,1413.0
Kepler-1981 b,Kepler-1981,Transit,2023,390.0
Kepler-430 b,Kepler-430,Transit,2015,667.0
TOI-4153 b,TOI-4153,Transit,2024,1669.0
Kepler-1229 b,Kepler-1229,Transit,2016,212.0
Kepler-589 c,Kepler-589,Transit,2021,1098.0
HD 37605 c,HD 37605,Radial Velocity,2012,
TOI-1431 b,TOI-1431,Transit,2021,2370.0
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,Microlensing,2023,
NGTS-2 b,NGTS-2,Transit,2018,1468.0
Kepler-1266 c,Kepler-1266,Transit,2021,881.0
WASP-14 b,WASP-14,Transit,2008,1872.0
Kepler-402 c,Kepler-402,Transit,2014,1140.0
K2-274 b,K2-274,Transit,2018,655.0
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,Microlensing,2015,
WASP-73 b,WASP-73,Transit,2014,1790.0
Kepler-647 b,Kepler-647,Transit,2016,788.0
Kepler-1784 b,Kepler-1784,Transit,2021,724.0
HIP 79098 AB b,HIP 79098 AB,Imaging,2019,2450.0
Kepler-126 b,Kepler-126,Transit,2014,1009.0
K2-163 b,K2-163,Transit,2018,
Kepler-1559 b,Kepler-1559,Transit,2016,1609.0
TOI-2076 d,TOI-2076,Transit,2021,457.68
HATS-39 b,HATS-39,Transit,2018,1645.0
Kepler-815 b,Kepler-815,Transit,2016,1374.0
HD 210277 b,HD 210277,Radial Velocity,1998,
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,Microlensing,2016,
Kepler-32 e,Kepler-32,Transit,2012,652.0
Kepler-1555 b,Kepler-1555,Transit,2016,959.0
Kepler-1725 b,Kepler-1725,Transit,2021,767.0
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,Microlensing,2025,
Kepler-783 c,Kepler-783,Transit,2020,840.0
Kepler-602 b,Kepler-602,Transit,2016,852.0
Kepler-155 c,Kepler-155,Transit,2014,286.0
HD 38529 c,HD 38529,Radial Velocity,2000,
TOI-532 b,TOI-532,Transit,2021,867.0
Kepler-372 b,Kepler-372,Transit,2014,1081.0
Kepler-174 b,Kepler-174,Transit,2014,553.0
Kepler-163 c,Kepler-163,Transit,2014,648.0
Kepler-178 b,Kepler-178,Transit,2014,846.0
TOI-2411 b,TOI-2411,Transit,2022,1355.0
Kepler-52 b,Kepler-52,Transit,2012,553.0
Kepler-107 e,Kepler-107,Transit,2014,955.0
Kepler-439 b,Kepler-439,Transit,2015,291.0
Kepler-1348 b,Kepler-1348,Transit,2016,636.0
Kepler-1117 b,Kepler-1117,Transit,2016,938.0
Kepler-1604 b,Kepler-1604,Transit,2016,2023.0
Kepler-984 b,Kepler-984,Transit,2016,484.0
Kepler-1491 c,Kepler-1491,Transit,2023,530.0
WASP-194 b,WASP-194,Transit,2025,1693.0
TOI-411 b,HD 22946,Transit,2022,1241.0
K2-118 b,K2-118,Transit,2017,
Kepler-1758 b,Kepler-1758,Transit,2021,1028.0
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,Microlensing,2008,59.0
Kepler-1158 b,Kepler-1158,Transit,2016,1079.0
Kepler-11 c,Kepler-11,Transit,2010,786.0
Kepler-311 b,Kepler-311,Transit,2014,960.0
Kepler-632 b,Kepler-632,Transit,2016,500.0
Kepler-57 b,Kepler-57,Transit,2012,850.0
HD 141399 c,HD 141399,Radial Velocity,2014,
Kepler-277 b,Kepler-277,Transit,2013,964.0
MOA-2022-BLG-033L b,MOA-2022-BLG-033L,Microlensing,2025,
Kepler-461 b,Kepler-461,Transit,2016,886.0
K2-185 b,K2-185,Transit,2018,809.0
TOI-4600 c,TOI-4600,Transit,2023,191.0
Kepler-1956 b,Kepler-1956,Transit,2021,674.0
Kepler-402 e,Kepler-402,Transit,2014,931.0
Kepler-1098 b,Kepler-1098,Transit,2016,1319.0
K2-335 b,K2-335,Transit,2021,949.0
HD 184010 d,HD 184010,Radial Velocity,2022,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,Microlensing,2012,
Kepler-565 b,Kepler-565,Transit,2016,1063.0
Wolf 1061 b,Wolf 1061,Radial Velocity,2015,
Kepler-750 b,Kepler-750,Transit,2016,1163.0
K2-382 b,K2-382,Transit,2022,
TOI-1272 b,TOI-1272,Transit,2022,975.0
Kepler-238 e,Kepler-238,Transit,2013,731.0
Kepler-1255 b,Kepler-1255,Transit,2016,694.0
Kepler-352 c,Kepler-352,Transit,2014,591.0
Kepler-1742 b,Kepler-1742,Transit,2021,462.0
Kepler-107 d,Kepler-107,Transit,2014,1173.0
Kepler-238 f,Kepler-238,Transit,2013,568.0
Kepler-127 b,Kepler-127,Transit,2014,884.0
Kepler-450 c,Kepler-450,Transit,2015,944.0
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,Microlensing,2020,
HD 231701 b,HD 231701,Radial Velocity,2007,
Kepler-1736 b,Kepler-1736,Transit,2021,566.0
Kepler-1888 b,Kepler-1888,Transit,2021,886.0
2MASS J04414489+2301513 b,2MASS J04414489+2301513,Imaging,2010,
TYC 3318-01333-1 b,TYC 3318-01333-1,Radial Velocity,2018,
Kepler-568 b,Kepler-568,Transit,2016,429.0
WASP-70 A b,WASP-70 A,Transit,2014,1387.0
HD 86226 c,HD 86226,Transit,2020,1311.0
TOI-1798.01,TOI-1798,Transit,2024,734.31
GJ 317 c,GJ 317,Radial Velocity,2018,
Kepler-1611 b,Kepler-1611,Transit,2016,1243.0
TOI-1117 d,TOI-1117,Radial Velocity,2025,978.0
Kepler-1409 b,Kepler-1409,Transit,2016,1733.0
Kepler-1923 b,Kepler-1923,Transit,2021,553.0
K2-177 b,K2-177,Transit,2018,
HD 63765 b,HD 63765,Radial Velocity,2009,
Kepler-896 b,Kepler-896,Transit,2016,303.0
Kepler-1017 b,Kepler-1017,Transit,2016,831.0
Kepler-467 b,Kepler-467,Transit,2016,712.0
Kepler-1208 b,Kepler-1208,Transit,2016,665.0
Kepler-499 b,Kepler-499,Transit,2016,844.0
HD 62549 b,HD 62549,Radial Velocity,2022,
Kepler-155 b,Kepler-155,Transit,2014,614.0
HD 111591 b,HD 111591,Radial Velocity,2017,
Kepler-45 b,Kepler-45,Transit,2011,1000.0
Kepler-1364 b,Kepler-1364,Transit,2016,1299.0
HD 118203 c,HD 118203,Radial Velocity,2024,146.0
Kepler-964 b,Kepler-964,Transit,2016,652.0
Kepler-406 c,Kepler-406,Transit,2014,1050.0
Kepler-1097 b,Kepler-1097,Transit,2016,267.0
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,Microlensing,2024,
ups And c,ups And,Radial Velocity,1999,
Kepler-93 b,Kepler-93,Transit,2014,1133.0
TOI-3464 b,TOI-3464,Transit,2025,1693.0
HAT-P-17 c,HAT-P-17,Radial Velocity,2010,
HD 110113 b,HD 110113,Transit,2021,1371.0
Kepler-220 e,Kepler-220,Transit,2014,341.0
TOI-1386 c,TOI-1386,Radial Velocity,2024,327.4
TOI-3486 b,TOI-3486,Transit,2025,1190.0
Kepler-315 b,Kepler-315,Transit,2014,409.0
K2-375 b,K2-375,Transit,2022,
Kepler-1078 b,Kepler-1078,Transit,2016,1122.0
K2-5 b,K2-5,Transit,2015,565.0
Kepler-596 b,Kepler-596,Transit,2016,725.0
Kepler-1452 b,Kepler-1452,Transit,2016,810.0
Kepler-1757 b,Kepler-1757,Transit,2021,549.0
Kepler-1055 b,Kepler-1055,Transit,2016,1304.0
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,Microlensing,2020,
K2-174 b,K2-174,Transit,2018,455.0
Kepler-60 d,Kepler-60,Transit,2012,929.0
HD 99706 c,HD 99706,Radial Velocity,2018,
Kepler-415 b,Kepler-415,Transit Timing Variations,2014,694.0
Kepler-1109 b,Kepler-1109,Transit,2016,787.0
Kepler-1686 b,Kepler-1686,Transit,2020,913.0
Kepler-85 b,Kepler-85,Transit,2012,809.0
TOI-3593 b,TOI-3593,Transit,2025,1170.0
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,Microlensing,2025,
Kepler-1262 b,Kepler-1262,Transit,2016,949.0
Kepler-122 c,Kepler-122,Transit,2014,897.0
Kepler-263 c,Kepler-263,Transit,2014,386.0
BEBOP-3 b,BEBOP-3,Radial Velocity,2025,
Kepler-1677 b,Kepler-1677,Transit,2020,712.0
WASP-180 A b,WASP-180 A,Transit,2019,1540.0
GJ 163 b,GJ 163,Radial Velocity,2013,
HAT-P-30 b,HAT-P-30,Transit,2011,1630.0
K2-324 b,K2-324,Transit,2020,707.0
K2-218 b,K2-218,Transit,2018,
TOI-178 g,TOI-178,Transit,2021,470.0
Kepler-1071 b,Kepler-1071,Transit,2016,814.0
Kepler-403 d,Kepler-403,Transit,2016,958.0
TOI-2374 b,TOI-2374,Transit,2024,885.0
TOI-954 b,TOI-954,Transit,2020,1526.0
HD 213519 b,HD 213519,Radial Velocity,2022,
Kepler-725 c,Kepler-725,Transit Timing Variations,2025,268.0
TOI-1855 b,TOI-1855,Transit,2024,1701.0
Kepler-378 b,Kepler-378,Transit,2014,503.0
Kepler-82 d,Kepler-82,Transit,2014,1253.0
WTS-2 b,WTS-2,Transit,2014,2000.0
Kepler-779 b,Kepler-779,Transit,2016,425.0
TOI-1806.01,TOI-1806,Transit,2024,337.47
K2-317 b,K2-317,Transit,2020,432.0
Kepler-1809 b,Kepler-1809,Transit,2021,877.0
Kepler-1375 b,Kepler-1375,Transit,2016,1543.0
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,249.7
K2-242 b,K2-242,Transit,2018,416.0
Kepler-1929 b,Kepler-1929,Transit,2021,566.0
Kepler-1081 b,Kepler-1081,Transit,2016,972.0
GJ 685 b,GJ 685,Radial Velocity,2019,
WASP-29 b,WASP-29,Transit,2010,970.0
Kepler-1476 b,Kepler-1476,Transit,2016,860.0
Kepler-883 b,Kepler-883,Transit,2016,818.0
TOI-1820 b,TOI-1820,Transit,2022,1375.0
HIP 29442 c,HD 42813,Radial Velocity,2023,1123.0
Kepler-1220 b,Kepler-1220,Transit,2016,899.0
MOA-bin-1L b,MOA-bin-1L,Microlensing,2012,
Kepler-1284 b,Kepler-1284,Transit,2016,1703.0
TOI-5398 c,TOI-5398,Transit,2023,1242.0
Kepler-603 b,Kepler-603,Transit,2016,731.0
HD 4760 b,HD 4760,Radial Velocity,2021,
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,Microlensing,2014,
omi CrB b,omi CrB,Radial Velocity,2012,
HD 10180 g,HD 10180,Radial Velocity,2010,
Kepler-1425 b,Kepler-1425,Transit,2016,676.0
TOI-2497 b,TOI-2497,Transit,2023,1595.0
HD 240210 b,HD 240210,Radial Velocity,2009,
TOI-2818 b,TOI-2818,Transit,2023,1376.0
TOI-3362 b,TOI-3362,Transit,2021,688.0
Kepler-1214 b,Kepler-1214,Transit,2016,591.0
TOI-2128 b,TOI-2128,Transit,2024,780.53
K2-161 b,K2-161,Transit,2018,
TOI-3321 b,TOI-3321,Transit,2024,1616.0
Kepler-1051 b,Kepler-1051,Transit,2016,850.0
Kepler-649 b,Kepler-649,Transit,2016,564.0
Kepler-146 b,Kepler-146,Transit,2014,639.0
HIP 113103 c,HIP 113103,Transit,2023,585.0
WASP-32 b,WASP-32,Transit,2010,1388.0
Kepler-192 d,Kepler-192,Transit,2016,926.0
HAT-P-55 b,HAT-P-55,Transit,2015,1367.0
TAP 26 b,TAP 26,Radial Velocity,2017,
EPIC 212587672 c,EPIC 212587672,Transit,2021,658.0
TOI-451 b,TOI-451,Transit,2020,1491.0
Kepler-1488 b,Kepler-1488,Transit,2016,650.0
Kepler-912 b,Kepler-912,Transit,2016,1218.0
BD+14 4559 b,BD+14 4559,Radial Velocity,2009,
HD 205739 b,HD 205739,Radial Velocity,2008,
TOI-2977 b,TOI-2977,Transit,2023,1544.0
Kepler-939 b,Kepler-939,Transit,2016,692.0
Kepler-1291 b,Kepler-1291,Transit,2016,739.0
