pl_name,hostname,discoverymethod,disc_year,pl_eqt
Kepler-1366 b,Kepler-1366,Transit,2016,783
Kepler-296 c,Kepler-296,Transit,2014,606
TOI-5678 b,TOI-5678,Transit,2023,513
Kepler-23 d,Kepler-23,Transit,2014,896
Kepler-1593 b,Kepler-1593,Transit,2016,260
LHS 475 b,LHS 475,Transit,2023,586
Kepler-1510 b,Kepler-1510,Transit,2016,537
Kepler-625 b,Kepler-625,Transit,2016,852
TOI-2196 b,TOI-2196,Transit,2022,1860
Kepler-1814 b,Kepler-1814,Transit,2021,1022
Kepler-1302 b,Kepler-1302,Transit,2016,778
Kepler-977 b,Kepler-977,Transit,2016,544
TOI-1411 b,TOI-1411,Transit,2022,976.4
Kepler-1004 b,Kepler-1004,Transit,2016,1661
GJ 393 b,GJ 393,Radial Velocity,2021,485
Kepler-165 c,Kepler-165,Transit,2014,581
Kepler-1178 b,Kepler-1178,Transit,2016,378
Kepler-1500 b,Kepler-1500,Transit,2016,928
Kepler-1911 b,Kepler-1911,Transit,2021,987
Kepler-371 b,Kepler-371,Transit,2014,554
K2-155 d,K2-155,Transit,2018,381
TOI-3023 b,TOI-3023,Transit,2023,1596
K2-340 b,K2-340,Transit,2021,606
Kepler-46 d,Kepler-46,Transit,2014,845
K2-255 b,K2-255,Transit,2018,1034
Kepler-1678 b,Kepler-1678,Transit,2020,329
TIC 434398831 b,TIC 434398831,Transit,2025,1250
HD 224018 b,HD 224018,Radial Velocity,2025,968
Kepler-1334 b,Kepler-1334,Transit,2016,710
Gl 378 b,Gl 378,Radial Velocity,2019,830
Kepler-1598 b,Kepler-1598,Transit,2016,1236
Kepler-480 b,Kepler-480,Transit,2016,1312
K2-224 b,K2-224,Transit,2018,1002
Kepler-256 c,Kepler-256,Transit,2014,1315
Kepler-1066 b,Kepler-1066,Transit,2016,1290
Kepler-1464 b,Kepler-1464,Transit,2016,564
Kepler-1644 b,Kepler-1644,Transit,2016,606
Kepler-1209 b,Kepler-1209,Transit,2016,755
Kepler-1953 b,Kepler-1953,Transit,2021,731
Kepler-262 c,Kepler-262,Transit,2014,618
TOI-1811 b,TOI-1811,Transit,2023,962.2
Kepler-384 b,Kepler-384,Transit,2014,670
Kepler-1221 b,Kepler-1221,Transit,2016,632
Kepler-1012 b,Kepler-1012,Transit,2016,934
Kepler-1249 b,Kepler-1249,Transit,2016,647
TIC 393818343 b,TIC 393818343,Transit,2024,805.5
TOI-2641 b,TOI-2641,Transit,2023,1387
Kepler-303 b,Kepler-303,Transit,2014,802
HATS-65 b,HATS-65,Transit,2018,1634
Kepler-255 c,Kepler-255,Transit,2014,807
Kepler-805 b,Kepler-805,Transit,2016,743
Kepler-357 d,Kepler-357,Transit,2014,402
Kepler-1674 b,Kepler-1674,Transit,2020,417
Kepler-363 b,Kepler-363,Transit,2014,1347
Kepler-1238 b,Kepler-1238,Transit,2016,1389
HD 192263 b,HD 192263,Radial Velocity,1999,486
K2-35 c,K2-35,Transit,2016,766
TOI-1994 b,TOI-1994,Transit,2024,2290
Kepler-1940 b,Kepler-1940,Transit,2021,885
TOI-3682 b,TOI-3682,Transit,2025,1657
TOI-733 b,TOI-733,Transit,2023,1055.8
Kepler-114 d,Kepler-114,Transit,2013,446
Kepler-264 c,Kepler-264,Transit,2014,511
Kepler-1084 b,Kepler-1084,Transit,2016,1737
Kepler-1242 b,Kepler-1242,Transit,2016,639
Kepler-1786 b,Kepler-1786,Transit,2021,501
Kepler-319 c,Kepler-319,Transit,2014,876
Kepler-85 d,Kepler-85,Transit,2014,626
K2-214 b,K2-214,Transit,2018,1001
K2-121 b,K2-121,Transit,2017,716
K2-252 b,K2-252,Transit,2018,639
Kepler-850 b,Kepler-850,Transit,2016,995
TOI-2257 b,TOI-2257,Transit,2021,256
K2-119 b,K2-119,Transit,2017,666
Kepler-265 d,Kepler-265,Transit,2014,554
Kepler-1802 b,Kepler-1802,Transit,2021,581
TOI-6008 b,TOI-6008,Transit,2024,707
HD 42813 b,HD 42813,Transit,2023,716
Kepler-1962 b,Kepler-1962,Transit,2021,901
Kepler-1437 b,Kepler-1437,Transit,2016,770
TOI-3757 b,TOI-3757,Transit,2022,759
MASCARA-1 b,MASCARA-1,Transit,2017,2594.3
Kepler-266 b,Kepler-266,Transit,2014,1066
Kepler-1099 b,Kepler-1099,Transit,2016,1558
Kepler-87 b,Kepler-87,Transit,2013,478
Kepler-856 b,Kepler-856,Transit,2016,824
TOI-3980 b,TOI-3980,Transit,2025,1621
Kepler-330 b,Kepler-330,Transit,2014,714
Kepler-226 c,Kepler-226,Transit,2014,919
Kepler-587 b,Kepler-587,Transit,2016,764
TOI-1266 d,TOI-1266,Transit Timing Variations,2025,288
Kepler-691 b,Kepler-691,Transit,2016,460
Kepler-154 d,Kepler-154,Transit,2016,657
Kepler-279 e,Kepler-279,Transit,2025,552
K2-197 b,K2-197,Transit,2018,848
HAT-P-2 b,HAT-P-2,Transit,2007,1540
TOI-4127 b,TOI-4127,Transit,2023,605.1
Kepler-20 g,Kepler-20,Radial Velocity,2016,524
HD 136352 c,HD 136352,Radial Velocity,2019,677
TYC 3667-1280-1 b,TYC 3667-1280-1,Radial Velocity,2016,1350
Kepler-1279 b,Kepler-1279,Transit,2016,738
Kepler-1083 b,Kepler-1083,Transit,2016,448
Kepler-79 d,Kepler-79,Transit,2014,592
Kepler-215 b,Kepler-215,Transit,2014,784
Kepler-1172 b,Kepler-1172,Transit,2016,675
Kepler-195 c,Kepler-195,Transit,2014,469
Kepler-724 b,Kepler-724,Transit,2016,1155
K2-240 c,K2-240,Transit,2018,389
Kepler-190 b,Kepler-190,Transit,2014,1166
WASP-10 b,WASP-10,Transit,2008,1370
Kepler-442 b,Kepler-442,Transit,2015,241
Kepler-1495 b,Kepler-1495,Transit,2016,443
Kepler-1661 b,Kepler-1661,Transit,2020,243
TOI-1438 b,TOI-1438,Transit,2025,971
HD 213885 c,HD 213885,Radial Velocity,2019,1265.4
TOI-815 b,TOI-815,Transit,2024,686
Kepler-232 b,Kepler-232,Transit,2014,1104
Kepler-112 c,Kepler-112,Transit,2014,538
NGTS-17 b,NGTS-17,Transit,2021,1457
Kepler-159 c,Kepler-159,Transit,2014,275
K2-15 b,K2-15,Transit,2015,676
Kepler-377 b,Kepler-377,Transit,2014,875
Kepler-54 d,Kepler-54,Transit,2014,328
KOI-3680 b,KOI-3680,Transit,2018,347
NGTS-5 b,NGTS-5,Transit,2019,952
G 268-110 b,G 268-110,Radial Velocity,2025,534
Kepler-1463 b,Kepler-1463,Transit,2016,619
K2-87 b,K2-87,Transit,2016,979
Qatar-1 b,Qatar-1,Transit,2010,1418
Kepler-712 c,Kepler-712,Transit,2016,236
Kepler-1983 b,Kepler-1983,Transit,2023,807
TOI-1231 b,TOI-1231,Transit,2021,329.6
K2-136 c,K2-136,Transit,2017,470
Kepler-983 b,Kepler-983,Transit,2016,485
HATS-36 b,HATS-36,Transit,2018,1203
Kepler-887 b,Kepler-887,Transit,2016,785
Kepler-1948 b,Kepler-1948,Transit,2021,399
Kepler-55 b,Kepler-55,Transit,2012,400
Kepler-39 b,Kepler-39,Transit,2011,897
Kepler-158 b,Kepler-158,Transit,2014,500
Kepler-196 c,Kepler-196,Transit,2014,407
Kepler-1926 b,Kepler-1926,Transit,2021,451
TOI-2154 b,TOI-2154,Transit,2023,1580
Kepler-444 c,Kepler-444,Transit,2015,868
Kepler-321 c,Kepler-321,Transit,2014,752
Kepler-1828 b,Kepler-1828,Transit,2021,799
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,2140
K2-32 c,K2-32,Transit,2016,634
Kepler-1532 b,Kepler-1532,Transit,2016,1681
WASP-160 B b,WASP-160 B,Transit,2018,1119
TOI-1468 b,TOI-1468,Transit,2022,683.5
TIC 434398831 c,TIC 434398831,Transit,2025,1050
Kepler-535 b,Kepler-535,Transit,2016,1247
Wolf 1069 b,Wolf 1069,Radial Velocity,2023,250.1
TrES-3 b,TrES-3,Transit,2007,1638
TOI-3082 b,TOI-3082,Transit,2023,1032.78
WD 1856+534 b,WD 1856+534,Transit,2020,163
Kepler-1037 b,Kepler-1037,Transit,2016,1650
Kepler-1130 d,Kepler-1130,Transit,2021,981
Kepler-107 b,Kepler-107,Transit,2014,1592
Kepler-378 c,Kepler-378,Transit,2014,414
K2-287 b,K2-287,Transit,2018,804
Kepler-347 d,Kepler-347,Transit,2023,482
Kepler-1645 b,Kepler-1645,Transit,2016,754
TOI-5027 b,TOI-5027,Transit,2025,1056
K2-157 d,K2-157,Radial Velocity,2025,429.1
WASP-138 b,WASP-138,Transit,2016,1590
Kepler-1185 b,Kepler-1185,Transit,2016,355
WASP-148 b,WASP-148,Transit,2020,940
TOI-5181 A b,TOI-5181 A,Transit,2025,1585
Kepler-599 b,Kepler-599,Transit,2016,623
Kepler-1033 b,Kepler-1033,Transit,2016,914
Kepler-965 b,Kepler-965,Transit,2016,393
Kepler-404 b,Kepler-404,Transit,2014,730
TOI-1772.01,TOI-1772,Transit,2024,877.67
TOI-2285 b,TOI-2285,Transit,2021,358
HD 164922 c,HD 164922,Radial Velocity,2016,400.5
Kepler-730 c,Kepler-730,Transit,2018,1607
TOI-6303 b,TOI-6303,Transit,2025,541
Kepler-513 b,Kepler-513,Transit,2016,623
Kepler-1530 b,Kepler-1530,Transit,2016,1484
Kepler-1520 b,Kepler-1520,Transit,2016,1437
WASP-167 b,WASP-167,Transit,2017,2329
HD 330075 b,HD 330075,Radial Velocity,2004,990
TOI-1180 b,TOI-1180,Transit,2024,638.18
HIP 41378 f,HIP 41378,Transit,2016,294
Kepler-360 c,Kepler-360,Transit,2014,860
WASP-178 b,WASP-178,Transit,2019,2470
TOI-4994 b,TOI-4994,Transit,2024,717.6
Kepler-782 b,Kepler-782,Transit,2016,350
Kepler-63 b,Kepler-63,Transit,2013,791
Kepler-132 b,Kepler-132,Transit,2014,1082
Kepler-1996 c,Kepler-1996,Transit,2023,276
Kepler-1441 b,Kepler-1441,Transit,2016,682
LTT 3780 b,LTT 3780,Transit,2020,903
Kepler-498 b,Kepler-498,Transit,2016,931
Kepler-529 b,Kepler-529,Transit,2016,1662
K2-354 b,K2-354,Transit,2021,543
OGLE-TR-211 b,OGLE-TR-211,Transit,2007,1686
K2-247 b,K2-247,Transit,2018,979
Kepler-1324 b,Kepler-1324,Transit,2016,895
TOI-3919 b,TOI-3919,Transit,2024,1198
Kepler-60 c,Kepler-60,Transit,2012,1023
Kepler-354 c,Kepler-354,Transit,2014,508
Kepler-330 c,Kepler-330,Transit,2014,573
CoRoT-22 b,CoRoT-22,Transit,2014,885
Kepler-243 c,Kepler-243,Transit,2014,559
TOI-1452 b,TOI-1452,Transit,2022,326
Kepler-264 b,Kepler-264,Transit,2014,772
Kepler-110 b,Kepler-110,Transit,2014,1008
K2-325 b,K2-325,Transit,2020,423
Kepler-320 c,Kepler-320,Transit,2014,1002
Kepler-879 b,Kepler-879,Transit,2016,580
Kepler-809 b,Kepler-809,Transit,2016,478
Kepler-301 d,Kepler-301,Transit,2014,725
Kepler-1933 b,Kepler-1933,Transit,2021,1058
TOI-1136 b,TOI-1136,Transit,2022,1216
Kepler-1614 b,Kepler-1614,Transit,2016,981
TOI-2537 b,TOI-2537,Transit,2024,338
Kepler-1641 b,Kepler-1641,Transit,2016,908
Kepler-1296 b,Kepler-1296,Transit,2016,1285
Kepler-1114 b,Kepler-1114,Transit,2016,631
K2-240 b,K2-240,Transit,2018,586
Kepler-23 b,Kepler-23,Transit,2011,1157
Kepler-1173 b,Kepler-1173,Transit,2016,1650
Kepler-210 b,Kepler-210,Transit,2014,737
L 98-59 c,L 98-59,Transit,2019,526
Kepler-367 b,Kepler-367,Transit,2014,401
Kepler-306 c,Kepler-306,Transit,2014,716
Kepler-1166 b,Kepler-1166,Transit,2016,486
LHS 1815 b,LHS 1815,Transit,2020,617
CoRoT-20 b,CoRoT-20,Transit,2011,1024
WASP-95 b,WASP-95,Transit,2014,1570
Kepler-162 c,Kepler-162,Transit,2014,681
Kepler-603 d,Kepler-603,Transit,2016,1098
Kepler-458 c,KIC 9663113,Transit,2016,798
Kepler-1848 b,Kepler-1848,Transit,2021,774
K2-187 d,K2-187,Transit,2018,865
Kepler-969 c,Kepler-969,Transit,2016,1270
Kepler-1922 b,Kepler-1922,Transit,2021,740
HIP 41378 e,HIP 41378,Transit,2016,335
WASP-63 b,WASP-63,Transit,2012,1469.91
Kepler-197 e,Kepler-197,Transit,2014,691
GJ 1132 b,GJ 1132,Transit,2015,583.8
TOI-6223 b,TOI-6223,Transit,2025,714
HAT-P-68 b,HAT-P-68,Transit,2020,1027.8
KIC 9663113 b,KIC 9663113,Transit,2015,264
L 98-59 d,L 98-59,Transit,2019,416
Kepler-178 d,Kepler-178,Transit,2014,392
K2-248 b,K2-248,Transit,2018,886
HAT-P-58 b,HAT-P-58,Transit,2021,1622
K2-281 b,K2-281,Transit,2018,665
Kepler-575 b,Kepler-575,Transit,2016,803
Kepler-1131 b,Kepler-1131,Transit,2016,1159
Kepler-1315 c,Kepler-1315,Transit,2021,777
TOI-1448 b,TOI-1448,Transit,2024,426
HD 80869 b,HD 80869,Radial Velocity,2021,203.2
TOI-2141 d,TOI-2141,Radial Velocity,2025,491.4
Kepler-169 c,Kepler-169,Transit,2014,776
Kepler-862 b,Kepler-862,Transit,2016,1097
Kepler-1698 b,Kepler-1698,Transit,2020,1351
TOI-5350 b,TOI-5350,Transit,2025,1195
Kepler-138 c,Kepler-138,Transit,2014,410
Kepler-1001 b,Kepler-1001,Transit,2016,693
Kepler-383 b,Kepler-383,Transit,2014,545
L 168-9 b,L 168-9,Transit,2020,998
Kepler-1059 b,Kepler-1059,Transit,2016,908
NGTS-12 b,NGTS-12,Transit,2020,1257
Kepler-933 b,Kepler-933,Transit,2016,602
Kepler-493 b,Kepler-493,Transit,2016,1438
Kepler-1240 b,Kepler-1240,Transit,2016,1121
Kepler-518 b,Kepler-518,Transit,2016,839
Kepler-1119 b,Kepler-1119,Transit,2016,938
TOI-5005 b,TOI-5005,Transit,2024,1040
TOI-5319 b,TOI-5319,Transit,2024,695
Kepler-28 b,Kepler-28,Transit,2011,585
WASP-21 b,WASP-21,Transit,2010,1340
Kepler-991 b,Kepler-991,Transit,2016,260
Kepler-79 c,Kepler-79,Transit,2012,734
TOI-4155 b,TOI-4155,Transit,2025,1255
TOI-128.01,TOI-128,Transit,2024,1344.51
Kepler-49 d,Kepler-49,Transit,2014,717
Kepler-411 e,Kepler-411,Transit Timing Variations,2018,503
HD 221416 b,HD 221416,Transit,2019,789.15
HATS-57 b,HATS-57,Transit,2019,1413.4
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,Microlensing,2005,55
HD 48948 c,HD 48948,Radial Velocity,2024,553
Kepler-107 c,Kepler-107,Transit,2014,1378
TOI-2095 b,TOI-2095,Transit,2023,347
Kepler-390 b,Kepler-390,Transit,2014,786
WASP-67 b,WASP-67,Transit,2012,1003
Kepler-603 c,Kepler-603,Transit,2016,401
Kepler-1755 b,Kepler-1755,Transit,2021,631
Teegarden's Star c,Teegarden's Star,Radial Velocity,2019,209
TOI-2000 b,TOI-2000,Transit,2023,1488
WASP-131 b,WASP-131,Transit,2016,1460
TOI-431 c,TOI-431,Radial Velocity,2021,867
Kepler-9 c,Kepler-9,Transit,2010,523
OGLE-TR-113 b,OGLE-TR-113,Transit,2004,1342
Kepler-332 b,Kepler-332,Transit,2014,703
Kepler-508 b,Kepler-508,Transit,2016,710
Kepler-1041 b,Kepler-1041,Transit,2016,644
HATS-75 b,HATS-75,Transit,2021,772.3
Kepler-877 b,Kepler-877,Transit,2016,632
HD 135694 b,HD 135694,Transit,2023,750.83
TIC 237913194 b,TIC 237913194,Transit,2020,974
Kepler-1578 b,Kepler-1578,Transit,2016,1700
K2-389 b,K2-389,Transit,2022,932
HD 191939 f,HD 191939,Radial Velocity,2022,125
WASP-84 c,WASP-84,Transit,2023,1329
WASP-31 b,WASP-31,Transit,2010,1423.7
TOI-2368 b,TOI-2368,Transit,2024,1000
TOI-776 c,TOI-776,Transit,2020,420
TOI-4336 A b,TOI-4336 A,Transit,2024,308
Kepler-212 b,Kepler-212,Transit,2014,830
Kepler-43 b,Kepler-43,Transit,2011,1620
Kepler-1577 b,Kepler-1577,Transit,2016,1125
Kepler-55 d,Kepler-55,Transit,2014,931
Kepler-1700 b,Kepler-1700,Transit,2020,329
KOI-351 h,KOI-351,Transit,2013,294
TOI-3331 A b,TOI-3331 A,Transit,2022,1488
WASP-85 A b,WASP-85 A,Transit,2016,1452
YZ Cet d,YZ Cet,Radial Velocity,2017,356.7
TOI-2093 b,TOI-2093,Radial Velocity,2025,535
Kepler-251 b,Kepler-251,Transit,2014,990
WASP-195 b,WASP-195,Transit,2025,1522
Kepler-1608 b,Kepler-1608,Transit,2016,612
HATS-11 b,HATS-11,Transit,2016,1596
Kepler-359 d,Kepler-359,Transit,2014,464
TOI-1789 b,TOI-1789,Transit,2021,1927
Kepler-830 b,Kepler-830,Transit,2016,907
Kepler-152 b,Kepler-152,Transit,2014,551
Kepler-253 c,Kepler-253,Transit,2014,680
Kepler-672 b,Kepler-672,Transit,2016,529
Kepler-759 b,Kepler-759,Transit,2016,533
Kepler-198 b,Kepler-198,Transit,2014,655
V1298 Tau c,V1298 Tau,Transit,2019,968
Kepler-444 d,Kepler-444,Transit,2015,783
HIP 8152 c,HIP 8152,Transit,2023,650.68
HATS-29 b,HATS-29,Transit,2016,1212
Kepler-365 c,Kepler-365,Transit,2014,729
Kepler-808 b,Kepler-808,Transit,2016,1322
Kepler-885 b,Kepler-885,Transit,2016,830
Kepler-899 b,Kepler-899,Transit,2016,640
HD 110067 b,HD 110067,Transit,2023,800
K2-272 b,K2-272,Transit,2018,747
TOI-286 c,TOI-286,Transit,2024,475
TOI-3474 b,TOI-3474,Transit,2025,1451
TOI-2081 b,TOI-2081,Transit,2022,488
KELT-18 b,KELT-18,Transit,2017,2085
Kepler-1328 b,Kepler-1328,Transit,2016,1214
HD 152843 b,HD 152843,Transit,2021,1003.11
Kepler-1323 b,Kepler-1323,Transit,2016,2291
Kepler-151 c,Kepler-151,Transit,2014,544
K2-61 b,K2-61,Transit,2016,1325
Kepler-1329 b,Kepler-1329,Transit,2016,577
Kepler-825 c,Kepler-825,Transit,2016,981
Kepler-281 c,Kepler-281,Transit,2014,513
Kepler-80 b,Kepler-80,Transit,2012,547
HD 40307 f,HD 40307,Radial Velocity,2013,398
Kepler-382 b,Kepler-382,Transit,2014,1166
TOI-4329 b,TOI-4329,Transit,2022,2027.12
Kepler-1106 b,Kepler-1106,Transit,2016,2199
HD 89345 b,HD 89345,Transit,2018,1089
HIP 97166 c,HIP 97166,Radial Velocity,2021,642
WASP-129 b,WASP-129,Transit,2016,1100
HD 25463 c,HD 25463,Transit,2023,1585.57
TOI-2379 b,TOI-2379,Transit,2024,624
Kepler-571 b,Kepler-571,Transit,2016,978
K2-24 c,K2-24,Transit,2016,542
Kepler-171 c,Kepler-171,Transit,2014,752
HR 858 b,HR 858,Transit,2019,1552
Kepler-342 e,Kepler-342,Transit,2016,1897
Kepler-941 b,Kepler-941,Transit,2016,722
TOI-4145 A b,TOI-4145 A,Transit,2023,1074
GJ 3929 c,GJ 3929,Radial Velocity,2022,317
Kepler-709 b,Kepler-709,Transit,2016,613
Kepler-1832 b,Kepler-1832,Transit,2021,1022
Kepler-835 b,Kepler-835,Transit,2016,921
HAT-P-54 b,HAT-P-54,Transit,2015,818
Kepler-1666 c,Kepler-1666,Transit,2020,578
Kepler-1341 b,Kepler-1341,Transit,2016,241
HAT-P-23 b,HAT-P-23,Transit,2010,2056
Kepler-396 b,Kepler-396,Transit,2013,496
Kepler-306 b,Kepler-306,Transit,2014,830
Kepler-1143 b,Kepler-1143,Transit,2016,976
Kepler-1801 b,Kepler-1801,Transit,2021,829
Kepler-690 b,Kepler-690,Transit,2016,964
KOI-1843.03,Kepler-974,Transit,2013,1654
Kepler-136 b,Kepler-136,Transit,2014,951
K2-416 b,K2-416,Transit,2023,447
WASP-120 b,WASP-120,Transit,2016,1880
WASP-72 b,WASP-72,Transit,2012,2210
Kepler-244 d,Kepler-244,Transit,2014,622
TOI-1680 b,TOI-1680,Transit,2023,404
HD 118203 b,HD 118203,Radial Velocity,2005,1361
Kepler-1217 b,Kepler-1217,Transit,2016,1542
Kepler-1842 b,Kepler-1842,Transit,2021,822
Kepler-146 c,Kepler-146,Transit,2014,473
Kepler-711 b,Kepler-711,Transit,2016,487
KOI-4777.01,KOI-4777,Transit,2022,1180
Kepler-166 b,Kepler-166,Transit,2014,772
K2-141 b,K2-141,Transit,2018,2103
HATS-4 b,HATS-4,Transit,2014,1315
TOI-3568 b,TOI-3568,Transit,2024,899
K2-280 b,K2-280,Transit,2018,787
Kepler-1080 b,Kepler-1080,Transit,2016,548
Kepler-507 b,Kepler-507,Transit,2016,1407
TOI-5704 b,TOI-5704,Transit,2023,949.07
Kepler-1228 b,Kepler-1228,Transit,2016,1757
Kepler-121 b,Kepler-121,Transit,2014,997
Kepler-1203 b,Kepler-1203,Transit,2016,1188
TOI-2076 e,TOI-2076,Transit,2025,1138
TOI-5786 b,TOI-5786,Transit,2025,1040
Kepler-1501 b,Kepler-1501,Transit,2016,787
Kepler-172 d,Kepler-172,Transit,2014,736
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,397.6
Kepler-1164 b,Kepler-1164,Transit,2016,936
Kepler-1204 b,Kepler-1204,Transit,2016,448
TOI-1117 c,TOI-1117,Radial Velocity,2025,1210
Kepler-705 b,Kepler-705,Transit,2016,265
Kepler-757 b,Kepler-757,Transit,2016,1734
TOI-238 c,TOI-238,Radial Velocity,2024,696
GJ 720 A b,GJ 720 A,Radial Velocity,2021,401
Kepler-716 c,Kepler-716,Transit,2020,992
Kepler-1850 b,Kepler-1850,Transit,2021,1008
KOI-1783.02,KOI-1783,Transit,2020,321
Kepler-1858 b,Kepler-1858,Transit,2021,330
Kepler-229 d,Kepler-229,Transit,2014,439
Gl 686 b,Gl 686,Radial Velocity,2018,379
Kepler-484 b,Kepler-484,Transit,2016,766
Kepler-142 c,Kepler-142,Transit,2014,1201
KOI-13 b,KOI-13,Transit,2011,2550
Kepler-257 d,Kepler-257,Transit,2014,567
Kepler-728 b,Kepler-728,Transit,2016,982
TOI-6029 b,TOI-6029,Transit,2024,1484
Kepler-563 b,Kepler-563,Transit,2016,546
Kepler-221 d,Kepler-221,Transit,2014,712
Kepler-595 b,Kepler-595,Transit,2016,535
TOI-2570 b,TOI-2570,Transit,2022,1431
Kepler-296 f,Kepler-296,Transit,2014,274
Kepler-629 b,Kepler-629,Transit,2016,816
Kepler-534 b,Kepler-534,Transit,2016,721
Kepler-11 b,Kepler-11,Transit,2010,849
TOI-1736 c,TOI-1736,Radial Velocity,2023,249
Kepler-1353 b,Kepler-1353,Transit,2016,491
Kepler-652 b,Kepler-652,Transit,2016,974
TOI-512 b,TOI-512,Transit,2025,1009
Kepler-386 b,Kepler-386,Transit,2014,651
NGTS-26 b,NGTS-26,Transit,2024,1331
Kepler-1270 b,Kepler-1270,Transit,2016,1598
Kepler-1502 b,Kepler-1502,Transit,2016,608
Kepler-1370 b,Kepler-1370,Transit,2016,770
HD 106315 c,HD 106315,Transit,2017,886
Kepler-172 c,Kepler-172,Transit,2014,970
Kepler-1429 b,Kepler-1429,Transit,2016,1199
Kepler-1548 b,Kepler-1548,Transit,2016,350
WASP-166 b,WASP-166,Transit,2019,1270
Kepler-175 c,Kepler-175,Transit,2014,583
K2-266 d,K2-266,Transit,2018,538.3
Kepler-1022 b,Kepler-1022,Transit,2016,512
Kepler-1321 d,Kepler-1321,Transit,2021,509
WASP-84 b,WASP-84,Transit,2014,732
Kepler-1861 b,Kepler-1861,Transit,2021,617
Kepler-433 b,Kepler-433,Transit,2015,1776
Kepler-886 b,Kepler-886,Transit,2016,1111
Kepler-1340 b,Kepler-1340,Transit,2016,2174
HD 110113 c,HD 110113,Radial Velocity,2021,990
Kepler-220 b,Kepler-220,Transit,2014,759
Kepler-398 d,Kepler-398,Transit,2016,636
TOI-2295 c,TOI-2295,Radial Velocity,2024,234.9
TOI-663 c,TOI-663,Transit,2024,553
Kepler-1472 b,Kepler-1472,Transit,2016,613
Kepler-133 b,Kepler-133,Transit,2014,1041
Kepler-283 c,Kepler-283,Transit,2014,240
TOI-1064 c,TOI-1064,Transit,2022,634
Kepler-444 b,Kepler-444,Transit,2015,938
WASP-101 b,WASP-101,Transit,2014,1560
Kepler-631 b,Kepler-631,Transit,2016,828
Kepler-1086 b,Kepler-1086,Transit,2016,433
Kepler-998 b,Kepler-998,Transit,2016,1020
HD 158259 b,HD 158259,Radial Velocity,2020,1462
KELT-20 b,KELT-20,Transit,2017,2262
Kepler-1023 b,Kepler-1023,Transit,2016,524
Kepler-62 b,Kepler-62,Transit,2013,750
Kepler-104 c,Kepler-104,Transit,2014,668
Kepler-987 b,Kepler-987,Transit,2016,351
Kepler-576 b,Kepler-576,Transit,2016,541
Kepler-385 d,Kepler-385,Transit,2020,535
Kepler-1115 b,Kepler-1115,Transit,2016,1381
K2-344 b,K2-344,Transit,2021,722
KIC 5437945 b,KIC 5437945,Transit,2015,308
Kepler-1859 c,Kepler-1859,Transit,2023,1327
K2-323 b,K2-323,Transit,2020,318
HD 95544 b,HD 95544,Radial Velocity,2021,156.5
HD 21520 b,HD 21520,Transit,2024,637
TOI-5688 A b,TOI-5688 A,Transit,2024,742
Kepler-1201 b,Kepler-1201,Transit,2016,789
Kepler-370 c,Kepler-370,Transit,2014,647
HD 28471 c,HD 28471,Radial Velocity,2025,1066
Kepler-1570 b,Kepler-1570,Transit,2016,836
TOI-4641 b,TOI-4641,Transit,2023,950.11
Kepler-49 b,Kepler-49,Transit,2012,509
Kepler-33 d,Kepler-33,Transit,2011,853
Kepler-257 b,Kepler-257,Transit,2014,1237
Kepler-115 c,Kepler-115,Transit,2014,960
WASP-61 b,WASP-61,Transit,2012,1624.4
Kepler-79 b,Kepler-79,Transit,2012,929
Kepler-777 b,Kepler-777,Transit,2016,569
Kepler-165 b,Kepler-165,Transit,2014,716
Kepler-232 c,Kepler-232,Transit,2014,806
CoRoT-2 b,CoRoT-2,Transit,2008,1521
TOI-2120 b,TOI-2120,Transit,2024,384
Kepler-1505 b,Kepler-1505,Transit,2016,525
Kepler-265 b,Kepler-265,Transit,2014,1022
Kepler-1257 b,Kepler-1257,Transit,2016,1252
TOI-4010 c,TOI-4010,Transit,2023,907
Kepler-967 c,Kepler-967,Transit,2016,258
Kepler-100 c,Kepler-100,Transit,2014,939
K2-18 c,K2-18,Radial Velocity,2017,363
K2-62 c,K2-62,Transit,2016,495
TOI-700 b,TOI-700,Transit,2020,417
MWC 758 c,MWC 758,Imaging,2023,500
Kepler-1260 b,Kepler-1260,Transit,2016,823
WASP-92 b,WASP-92,Transit,2016,1871
Kepler-11 f,Kepler-11,Transit,2010,513
Kepler-1960 b,Kepler-1960,Transit,2021,1547
Kepler-949 c,Kepler-949,Transit,2023,582
Kepler-1252 b,Kepler-1252,Transit,2016,665
Kepler-151 b,Kepler-151,Transit,2014,639
Kepler-217 d,Kepler-217,Transit,2016,1574
Kepler-1007 b,Kepler-1007,Transit,2016,652
Kepler-659 b,Kepler-659,Transit,2016,513
Kepler-305 d,Kepler-305,Transit,2014,576
Kepler-1290 b,Kepler-1290,Transit,2016,1098
Kepler-609 b,Kepler-609,Transit,2016,932
K2-152 b,K2-152,Transit,2018,337
Kepler-794 b,Kepler-794,Transit,2016,952
K2-371 b,K2-371,Transit,2022,956.83
Kepler-218 c,Kepler-218,Transit,2014,500
TOI-201 b,TOI-201,Transit,2021,759
