pl_name,hostname,discoverymethod,disc_year,pl_eqt,st_teff
K2-117 b,K2-117,Transit,2017,868.0,3778.0
Kepler-138 d,Kepler-138,Transit,2014,345.0,3841.0
K2-156 b,K2-156,Transit,2018,1347.0,4597.0
Kepler-540 b,Kepler-540,Transit,2016,355.0,5946.0
HATS-56 b,HATS-56,Transit,2019,1902.0,6536.0
Kepler-33 c,Kepler-33,Transit,2011,1009.0,5904.0
KELT-10 b,KELT-10,Transit,2016,1377.0,5948.0
K2-334 b,K2-334,Transit,2021,1380.0,6224.0
Kepler-583 b,Kepler-583,Transit,2016,1017.0,5523.0
WASP-154 b,WASP-154,Transit,2025,994.0,4774.0
Kepler-304 c,Kepler-304,Transit,2014,746.0,4731.0
HAT-P-43 b,HAT-P-43,Transit,2012,1353.0,5645.0
Kepler-1167 b,Kepler-1167,Transit,2016,1419.0,4971.0
Kepler-279 d,Kepler-279,Transit,2013,574.0,6363.0
Kepler-1779 b,Kepler-1779,Transit,2021,730.0,5714.0
Kepler-49 e,Kepler-49,Transit,2014,371.0,4252.0
Kepler-1432 b,Kepler-1432,Transit,2016,709.0,6031.0
Kepler-1770 b,Kepler-1770,Transit,2021,699.0,5520.0
Kepler-216 b,Kepler-216,Transit,2014,1069.0,6091.0
HAT-P-42 b,HAT-P-42,Transit,2012,1428.0,5743.0
Kepler-355 c,Kepler-355,Transit,2014,633.0,6184.0
TOI-6324 b,TOI-6324,Transit,2025,1216.0,3327.0
Kepler-1299 b,Kepler-1299,Transit,2016,588.0,5609.0
Kepler-529 d,Kepler-529,Transit,2021,633.0,6087.0
K2-346 b,K2-346,Transit,2021,450.0,4801.0
Kepler-381 d,Kepler-381,Transit,2021,1387.0,6152.0
Kepler-741 b,Kepler-741,Transit,2016,1051.0,6129.0
Kepler-1806 b,Kepler-1806,Transit,2021,729.0,5078.0
Kepler-1739 b,Kepler-1739,Transit,2021,839.0,5703.0
Kepler-278 b,Kepler-278,Transit,2014,586.0,4991.0
K2-268 e,K2-268,Transit,2021,801.0,5068.0
Kepler-1638 b,Kepler-1638,Transit,2016,304.0,5710.0
Kepler-1254 d,Kepler-1254,Transit,2016,794.0,4985.0
Kepler-752 b,Kepler-752,Transit,2016,632.0,5373.0
Kepler-1692 b,Kepler-1692,Transit,2020,897.0,4935.73
Kepler-1422 b,Kepler-1422,Transit,2016,833.0,6194.0
K2-45 b,K2-45,Transit,2016,1073.56,4103.0
Kepler-1094 b,Kepler-1094,Transit,2016,480.0,6112.0
TOI-4504 b,TOI-4504,Transit,2024,1234.03,5315.0
Kepler-148 b,Kepler-148,Transit,2014,1284.0,5272.0
Kepler-6 b,Kepler-6,Transit,2009,1460.0,5647.0
Kepler-1756 b,Kepler-1756,Transit,2021,1093.0,4915.0
Kepler-954 b,Kepler-954,Transit,2016,545.0,4990.0
HATS-38 b,HATS-38,Transit,2020,1294.0,5732.0
Kepler-299 e,Kepler-299,Transit,2014,534.0,5617.0
Kepler-416 b,Kepler-416,Transit Timing Variations,2014,986.0,5620.27
Kepler-1567 b,Kepler-1567,Transit,2016,330.0,5655.0
Kepler-228 c,Kepler-228,Transit,2014,1160.0,6043.0
Kepler-290 b,Kepler-290,Transit,2014,594.0,5147.0
Kepler-766 b,Kepler-766,Transit,2016,990.0,5992.0
Kepler-1212 b,Kepler-1212,Transit,2016,795.0,6051.0
Kepler-857 b,Kepler-857,Transit,2016,390.0,5773.0
Kepler-1626 b,Kepler-1626,Transit,2016,1352.0,6826.0
Kepler-373 b,Kepler-373,Transit,2014,1054.0,5787.0
Kepler-1336 b,Kepler-1336,Transit,2016,793.0,5512.0
Kepler-872 b,Kepler-872,Transit,2016,1230.0,5902.0
Kepler-1656 b,Kepler-1656,Transit,2018,651.0,5731.0
Kepler-1406 b,Kepler-1406,Transit,2016,854.0,5892.0
Kepler-208 b,Kepler-208,Transit,2014,1379.0,6092.0
Kepler-758 e,Kepler-758,Transit,2016,1144.0,6228.0
HATS-13 b,HATS-13,Transit,2015,1244.0,5523.0
Kepler-675 b,Kepler-675,Transit,2016,1070.0,4945.0
Kepler-77 b,Kepler-77,Transit,2013,1440.0,5520.0
Kepler-1146 b,Kepler-1146,Transit,2016,1019.0,4692.0
Kepler-679 b,Kepler-679,Transit,2016,677.0,5403.0
TOI-5300 b,TOI-5300,Transit,2025,1043.0,4610.0
Kepler-1682 b,Kepler-1682,Transit,2020,694.0,5517.75
Kepler-1907 c,Kepler-1907,Transit,2021,620.0,5007.0
Kepler-1643 b,Kepler-1643,Transit,2016,799.0,5508.0
Kepler-996 b,Kepler-996,Transit,2016,1272.0,6014.0
Kepler-174 d,Kepler-174,Transit,2014,212.0,4880.0
XO-4 b,XO-4,Transit,2010,1630.0,5700.0
Kepler-282 d,Kepler-282,Transit,2013,588.0,5602.0
WASP-13 b,WASP-13,Transit,2009,1531.0,5826.0
Kepler-758 d,Kepler-758,Transit,2016,843.0,6228.0
K2-85 b,K2-85,Transit,2016,1355.0,4268.0
TOI-2076 b,TOI-2076,Transit,2021,738.0,5200.0
TOI-5799 b,TOI-5799,Transit,2024,505.0,3452.0
Kepler-1963 b,Kepler-1963,Transit,2021,1448.0,5470.0
K2-3 d,K2-3,Transit,2015,305.2,3896.0
Kepler-360 b,Kepler-360,Transit,2014,1116.0,6053.0
Kepler-426 b,Kepler-426,Transit,2014,1300.0,5725.0
Kepler-293 b,Kepler-293,Transit,2014,657.0,5804.0
Kepler-1834 b,Kepler-1834,Transit,2021,848.0,4798.0
TOI-4794 b,TOI-4794,Transit,2025,1673.0,6390.0
HD 52265 b,HD 52265,Radial Velocity,2000,405.0,6159.0
Kepler-122 e,Kepler-122,Transit,2014,618.0,6050.0
Kepler-974 b,Kepler-974,Transit,2016,577.0,3609.0
Kepler-1276 b,Kepler-1276,Transit,2016,886.0,6188.0
TOI-5205 b,TOI-5205,Transit,2023,737.0,3439.0
Kepler-1373 b,Kepler-1373,Transit,2016,1887.0,6299.0
Kepler-172 e,Kepler-172,Transit,2014,550.0,5526.0
Kepler-1864 b,Kepler-1864,Transit,2021,1156.0,5758.53
Kepler-1750 b,Kepler-1750,Transit,2021,298.0,5474.0
TOI-1670 b,TOI-1670,Transit,2022,1062.0,6170.0
KELT-8 b,KELT-8,Transit,2015,1675.0,5754.0
TOI-2338 b,TOI-2338,Transit,2023,799.0,5581.0
Kepler-275 d,Kepler-275,Transit,2014,671.0,6165.0
Kepler-305 e,Kepler-305,Transit,2020,1000.0,5100.0
Kepler-304 d,Kepler-304,Transit,2014,611.0,4731.0
K2-188 b,K2-188,Transit,2018,1692.0,5977.0
K2-110 b,K2-110,Transit,2017,638.0,4950.0
Kepler-32 d,Kepler-32,Transit,2012,328.0,3900.0
Kepler-1101 b,Kepler-1101,Transit,2016,393.0,5614.0
Kepler-58 d,Kepler-58,Transit,2014,583.0,5747.0
Kepler-1787 b,Kepler-1787,Transit,2021,540.0,5808.0
Kepler-1110 b,Kepler-1110,Transit,2016,609.0,4781.0
Kepler-231 c,Kepler-231,Transit,2014,393.0,3767.0
Kepler-245 e,Kepler-245,Transit,2016,998.0,5100.0
Kepler-1170 b,Kepler-1170,Transit,2016,705.0,5069.0
Kepler-334 d,Kepler-334,Transit,2014,656.0,5828.0
Kepler-1509 b,Kepler-1509,Transit,2016,667.0,5780.0
HD 219134 f,HD 219134,Radial Velocity,2015,522.6,4699.0
TOI-1470 b,TOI-1470,Transit,2023,734.0,3709.0
TOI-4342 c,TOI-4342,Transit,2023,508.9,3901.0
Kepler-40 b,Kepler-40,Transit,2010,1620.0,6510.0
Kepler-323 b,Kepler-323,Transit,2014,1838.0,5987.0
TOI-2207 b,TOI-2207,Transit,2022,1259.0,6101.0
TOI-6651 b,TOI-6651,Transit,2024,1493.0,5818.93
TOI-908 b,TOI-908,Transit,2023,1317.0,5626.0
Kepler-1582 b,Kepler-1582,Transit,2016,354.0,3208.0
WASP-90 b,WASP-90,Transit,2016,1840.0,6430.0
Kepler-1026 b,Kepler-1026,Transit,2016,425.0,4948.0
K2-133 d,K2-133,Transit,2017,734.0,3655.0
K2-3 b,K2-3,Transit,2015,501.3,3896.0
OGLE-TR-182 b,OGLE-TR-182,Transit,2007,1550.0,5924.0
Kepler-208 d,Kepler-208,Transit,2014,999.0,6092.0
Kepler-1129 c,Kepler-1129,Transit,2016,503.0,5831.0
Kepler-1553 b,Kepler-1553,Transit,2016,926.0,5288.0
Kepler-1374 b,Kepler-1374,Transit,2016,737.0,5323.0
Kepler-512 b,Kepler-512,Transit,2016,652.0,5997.0
Kepler-639 b,Kepler-639,Transit,2016,957.0,5896.0
HD 191939 e,HD 191939,Radial Velocity,2022,390.0,5427.0
Kepler-298 c,Kepler-298,Transit,2014,416.0,4465.0
Kepler-655 b,Kepler-655,Transit,2016,588.0,6170.0
Kepler-1461 b,Kepler-1461,Transit,2016,451.0,4919.0
GJ 251 b,GJ 251,Radial Velocity,2020,336.0,3451.0
Kepler-1931 b,Kepler-1931,Transit,2021,619.0,6205.12
TOI-519 b,TOI-519,Transit,2021,687.0,3350.0
Kepler-287 c,Kepler-287,Transit,2014,513.0,5806.0
NGTS-23 b,NGTS-23,Transit,2022,1327.0,6057.0
HD 80653 b,HD 80653,Transit,2020,2463.0,5950.0
Kepler-1067 b,Kepler-1067,Transit,2016,1872.0,5461.0
Kepler-1753 b,Kepler-1753,Transit,2021,583.0,5007.0
Kepler-570 b,Kepler-570,Transit,2016,1009.0,5496.0
Kepler-340 b,Kepler-340,Transit,2014,1092.0,6620.0
Kepler-1049 b,Kepler-1049,Transit,2016,625.0,3864.0
Kepler-252 c,Kepler-252,Transit,2014,499.0,4208.0
Kepler-663 b,Kepler-663,Transit,2016,917.0,5264.0
TOI-2669 b,TOI-2669,Transit,2022,1226.0,4800.0
TOI-2498 b,TOI-2498,Transit,2023,1443.0,5905.0
WASP-93 b,WASP-93,Transit,2016,1942.0,6700.0
Kepler-299 b,Kepler-299,Transit,2014,1258.0,5617.0
Kepler-762 b,Kepler-762,Transit,2016,1302.0,5944.0
Kepler-276 b,Kepler-276,Transit,2014,739.0,6105.0
Kepler-10 c,Kepler-10,Transit,2011,579.0,5708.0
Kepler-337 b,Kepler-337,Transit,2014,1458.0,5684.0
Kepler-958 b,Kepler-958,Transit,2016,749.0,5421.0
Kepler-381 b,Kepler-381,Transit,2014,1576.0,6152.0
Kepler-707 b,Kepler-707,Transit,2016,1160.0,5099.0
Kepler-202 b,Kepler-202,Transit,2014,802.0,4668.0
TOI-1346 c,TOI-1346,Transit,2025,928.0,5099.0
Kepler-284 b,Kepler-284,Transit,2014,686.0,5615.0
Kepler-135 c,Kepler-135,Transit,2014,975.0,6090.0
Kepler-950 b,Kepler-950,Transit,2016,360.0,5857.0
Kepler-102 d,Kepler-102,Transit,2014,686.0,4909.0
K2-187 c,K2-187,Transit,2018,1173.0,5484.0
WASP-47 d,WASP-47,Transit,2015,885.0,5552.0
Kepler-1624 b,Kepler-1624,Transit,2016,540.0,3636.0
Kepler-959 b,Kepler-959,Transit,2016,1912.0,6848.93
TOI-198 b,TOI-198,Transit,2023,368.0,3650.0
K2-243 b,K2-243,Transit,2018,1035.0,6570.0
Kepler-963 b,Kepler-963,Transit,2016,802.0,5352.0
Kepler-846 b,Kepler-846,Transit,2016,624.0,5579.0
TOI-561 b,TOI-561,Transit,2020,2319.0,5326.0
YZ Cet b,YZ Cet,Radial Velocity,2017,471.2,3056.0
Kepler-1310 b,Kepler-1310,Transit,2016,1883.0,5549.0
K2-271 b,K2-271,Transit,2018,893.0,5644.0
WASP-97 b,WASP-97,Transit,2014,1555.0,5640.0
TOI-2992 b,TOI-2992,Transit,2025,1726.0,6000.0
Kepler-749 b,Kepler-749,Transit,2016,454.0,5009.0
Kepler-495 c,Kepler-495,Transit,2021,1000.0,5410.0
TOI-1194 b,TOI-1194,Transit,2023,1264.29,5340.0
Kepler-1951 b,Kepler-1951,Transit,2021,728.0,5391.0
Kepler-268 c,Kepler-268,Transit,2014,471.0,6081.0
Kepler-389 b,Kepler-389,Transit,2014,1047.0,5376.0
K2-331 c,K2-331,Transit,2021,673.0,5994.0
K2-268 b,K2-268,Transit,2018,1136.0,5068.0
Kepler-1584 b,Kepler-1584,Transit,2016,886.0,6069.0
Kepler-1368 b,Kepler-1368,Transit,2016,2085.0,5906.0
Kepler-924 b,Kepler-924,Transit,2016,610.0,6167.0
Kepler-331 c,Kepler-331,Transit,2014,425.0,4347.0
Kepler-1096 b,Kepler-1096,Transit,2016,794.0,4306.0
Kepler-303 c,Kepler-303,Transit,2014,521.0,3944.0
WASP-99 b,WASP-99,Transit,2014,1480.0,6180.0
Kepler-152 c,Kepler-152,Transit,2014,326.0,5050.0
Gliese 12 b,Gliese 12,Transit,2024,314.6,3253.0
Kepler-266 c,Kepler-266,Transit,2014,421.0,5885.0
TOI-6130 b,TOI-6130,Transit,2024,1750.0,5816.0
rho CrB b,rho CrB,Radial Velocity,1997,614.0,5822.0
TOI-628 b,TOI-628,Transit,2021,1586.0,6250.0
Kepler-1531 b,Kepler-1531,Transit,2016,2537.0,6260.0
K2-12 b,K2-12,Transit,2015,1026.0,5675.0
TOI-5210 b,TOI-5210,Transit,2025,1286.0,5723.0
NGTS-30 b,NGTS-30,Transit,2024,500.0,5455.0
Kepler-552 b,Kepler-552,Transit,2016,1103.0,5863.0
Kepler-1846 b,Kepler-1846,Transit,2021,552.0,4895.16
Kepler-1573 b,Kepler-1573,Transit,2016,1379.0,5808.0
Kepler-175 b,Kepler-175,Transit,2014,827.0,6064.0
NGTS-24 b,NGTS-24,Transit,2022,1499.0,5820.0
Qatar-8 b,Qatar-8,Transit,2019,1457.0,5687.0
Kepler-288 c,Kepler-288,Transit,2014,815.0,5918.0
Kepler-375 c,Kepler-375,Transit,2014,720.0,5826.0
LP 890-9 c,LP 890-9,Transit,2022,272.0,2850.0
Kepler-1044 b,Kepler-1044,Transit,2016,1058.0,5985.0
Kepler-1258 b,Kepler-1258,Transit,2016,2335.0,5839.0
K2-189 c,K2-189,Transit,2018,877.0,5519.0
Kepler-1714 b,Kepler-1714,Transit,2021,1211.0,6088.22
TOI-2093 c,TOI-2093,Transit,2025,329.0,4426.0
Kepler-33 f,Kepler-33,Transit,2011,691.0,5904.0
TOI-715 b,TOI-715,Transit,2023,234.0,3074.0
TOI-1266 b,TOI-1266,Transit,2020,415.0,3600.0
Kepler-1103 b,Kepler-1103,Transit,2016,736.0,6092.0
Kepler-1241 b,Kepler-1241,Transit,2016,612.0,5261.0
Kepler-164 b,Kepler-164,Transit,2014,1141.0,6095.0
Kepler-32 f,Kepler-32,Transit,2012,1026.0,3900.0
WASP-116 b,WASP-116,Transit,2025,1414.0,6250.0
Kepler-1820 b,Kepler-1820,Transit,2021,561.0,5563.0
Kepler-1734 b,Kepler-1734,Transit,2021,985.0,5910.67
Kepler-1669 d,Kepler-1669,Transit,2023,669.0,4303.0
Kepler-993 b,Kepler-993,Transit,2016,352.0,3843.0
Kepler-288 b,Kepler-288,Transit,2014,1197.0,5918.0
Kepler-1722 b,Kepler-1722,Transit,2021,753.0,5406.0
Kepler-215 d,Kepler-215,Transit,2014,527.0,5739.0
Kepler-1867 b,Kepler-1867,Transit,2021,768.0,5603.03
Kepler-114 b,Kepler-114,Transit,2014,586.0,4605.0
K2-270 c,K2-270,Transit,2018,848.0,4877.0
Kepler-254 b,Kepler-254,Transit,2014,1013.0,5957.0
Kepler-1113 b,Kepler-1113,Transit,2016,558.0,5931.0
Kepler-841 b,Kepler-841,Transit,2016,416.0,5324.0
Kepler-331 b,Kepler-331,Transit,2014,540.0,4347.0
HD 7924 d,HD 7924,Radial Velocity,2015,499.0,5177.0
Kepler-48 b,Kepler-48,Transit,2012,932.0,5194.0
Kepler-550 b,Kepler-550,Transit,2016,760.0,5322.0
HD 106315 b,HD 106315,Transit,2017,1153.0,6327.0
Kepler-1792 b,Kepler-1792,Transit,2021,1047.0,4985.0
Kepler-215 c,Kepler-215,Transit,2014,675.0,5739.0
Kepler-763 d,Kepler-763,Transit,2023,804.0,5080.0
K2-268 c,K2-268,Transit,2018,696.0,5068.0
HATS-50 b,HATS-50,Transit,2017,1275.39,5990.0
Kepler-1485 b,Kepler-1485,Transit,2016,728.0,6087.0
Kepler-1134 b,Kepler-1134,Transit,2016,611.0,5281.0
TOI-4308 b,TOI-4308,Transit,2023,763.05,5243.0
Kepler-142 b,Kepler-142,Transit,2014,1597.0,5790.0
Kepler-211 c,Kepler-211,Transit,2014,841.0,5123.0
Kepler-103 b,Kepler-103,Transit,2014,973.0,5845.0
TOI-4600 b,TOI-4600,Transit,2023,347.0,5170.0
Kepler-567 b,Kepler-567,Transit,2016,611.0,5148.0
TOI-2019 b,TOI-2019,Transit,2024,917.46,5588.0
Kepler-24 b,Kepler-24,Transit,2011,1050.0,5897.0
Kepler-1415 b,Kepler-1415,Transit,2016,1846.0,5267.0
Kepler-161 b,Kepler-161,Transit,2014,868.0,4992.0
HD 40307 d,HD 40307,Radial Velocity,2009,541.0,4977.0
Kepler-1670 b,Kepler-1670,Transit,2020,731.0,5766.0
K2-225 b,K2-225,Transit,2018,923.0,5742.0
TOI-1235 b,TOI-1235,Transit,2020,775.0,3997.0
Kepler-1308 b,Kepler-1308,Transit,2016,662.0,3468.0
Kepler-24 c,Kepler-24,Transit,2011,915.0,5897.0
Kepler-404 c,Kepler-404,Transit,2014,678.0,5654.0
Kepler-1254 b,Kepler-1254,Transit,2016,660.0,4985.0
WASP-135 b,WASP-135,Transit,2015,1403.66,5680.0
TOI-663 d,TOI-663,Transit,2024,482.0,3681.0
HATS-15 b,HATS-15,Transit,2016,1505.0,5311.0
Kepler-754 b,Kepler-754,Transit,2016,758.0,5935.0
HD 207897 b,HD 207897,Transit,2021,581.75,5071.0
Kepler-1667 b,Kepler-1667,Transit,2020,655.0,5951.0
K2-198 d,K2-198,Transit,2019,943.2,5212.9
Kepler-1468 d,Kepler-1468,Transit,2021,819.0,5774.53
TOI-2000 c,TOI-2000,Transit,2023,1038.0,5607.0
Kepler-275 c,Kepler-275,Transit,2014,875.0,6165.0
Kepler-1459 b,Kepler-1459,Transit,2016,349.0,4828.0
Kepler-671 b,Kepler-671,Transit,2016,1012.0,5624.0
K2-24 b,K2-24,Transit,2016,686.0,5726.0
HD 1397 b,HD 1397,Transit,2018,1228.3,5528.0
Kepler-320 b,Kepler-320,Transit,2014,1292.0,6435.0
Ross 128 b,Ross 128,Radial Velocity,2017,301.0,3192.0
Kepler-1726 b,Kepler-1726,Transit,2021,582.0,5338.0
HD 42618 b,HD 42618,Radial Velocity,2016,337.0,5727.0
GJ 1132 c,GJ 1132,Radial Velocity,2018,300.0,3270.0
Kepler-170 c,Kepler-170,Transit,2014,702.0,5679.0
K2-183 c,K2-183,Transit,2018,787.0,5436.47
Kepler-1936 b,Kepler-1936,Transit,2021,524.0,6397.79
Kepler-1772 b,Kepler-1772,Transit,2021,1155.0,5582.0
Kepler-1396 b,Kepler-1396,Transit,2016,786.0,6195.0
Kepler-1165 c,Kepler-1165,Transit,2021,644.0,6019.0
NGTS-21 b,NGTS-21,Transit,2022,1357.0,4660.0
K2-330 b,K2-330,Transit,2021,969.0,6232.0
Kepler-640 b,Kepler-640,Transit,2016,609.0,5653.0
Kepler-1519 b,Kepler-1519,Transit,2016,342.0,5644.0
Kepler-1045 b,Kepler-1045,Transit,2016,512.0,5301.0
Kepler-338 d,Kepler-338,Transit,2014,680.0,5923.0
Kepler-121 c,Kepler-121,Transit,2014,425.0,5311.0
K2-154 c,K2-154,Transit,2018,552.0,4097.0
Kepler-1862 b,Kepler-1862,Transit,2021,645.0,5391.0
Kepler-262 b,Kepler-262,Transit,2014,734.0,5841.0
Kepler-990 b,Kepler-990,Transit,2016,903.0,5521.54
Kepler-50 b,Kepler-50,Transit,2012,1196.0,6225.0
Kepler-1821 b,Kepler-1821,Transit,2021,644.0,5524.03
WASP-144 b,WASP-144,Transit,2018,1260.0,4950.0
Kepler-1304 b,Kepler-1304,Transit,2016,715.0,5259.0
Kepler-1128 b,Kepler-1128,Transit,2016,424.0,5543.0
Kepler-1537 b,Kepler-1537,Transit,2016,1800.0,5079.0
HATS-70 b,HATS-70,Transit,2019,2730.0,7930.0
Kepler-1259 b,Kepler-1259,Transit,2016,1681.0,5053.0
Kepler-1043 b,Kepler-1043,Transit,2016,532.0,5629.0
Kepler-156 c,Kepler-156,Transit,2014,588.0,5094.0
Kepler-368 c,Kepler-368,Transit,2014,575.0,5502.0
Kepler-406 b,Kepler-406,Transit,2014,1302.0,5538.0
Kepler-286 e,Kepler-286,Transit,2014,539.0,5580.0
Kepler-479 b,Kepler-479,Transit,2016,649.0,5247.0
CoRoT-11 b,CoRoT-11,Transit,2010,1657.0,6343.0
K2-99 c,K2-99,Radial Velocity,2022,390.0,6217.0
Kepler-624 b,Kepler-624,Transit,2016,852.0,6176.34
Kepler-1530 c,Kepler-1530,Transit,2016,1167.0,5338.57
Kepler-1085 b,Kepler-1085,Transit,2016,313.0,6000.0
TOI-1728 b,TOI-1728,Transit,2020,767.0,3980.0
Kepler-28 c,Kepler-28,Transit,2011,509.0,4590.0
K2-321 b,K2-321,Transit,2020,830.0,3855.0
Kepler-1135 b,Kepler-1135,Transit,2016,451.0,5656.0
Kepler-1047 c,Kepler-1047,Transit,2016,1309.0,5754.0
Kepler-173 c,Kepler-173,Transit,2014,956.0,6031.0
TOI-1117 b,TOI-1117,Transit,2025,1538.0,5635.0
Kepler-106 b,Kepler-106,Transit,2014,1021.0,5858.0
HD 108147 b,HD 108147,Radial Velocity,2002,890.0,6067.0
Kepler-1430 b,Kepler-1430,Transit,2016,969.0,4796.0
Kepler-796 b,Kepler-796,Transit,2016,1109.0,5475.0
WASP-52 b,WASP-52,Transit,2012,1315.0,5000.0
TOI-2322 b,TOI-2322,Transit,2025,603.1,4664.0
Kepler-1095 b,Kepler-1095,Transit,2016,1108.0,5658.0
Kepler-1105 b,Kepler-1105,Transit,2016,729.0,4299.0
Kepler-1311 b,Kepler-1311,Transit,2016,1019.0,5719.0
LP 791-18 d,LP 791-18,Transit,2023,395.5,2960.0
CoRoT-6 b,CoRoT-6,Transit,2009,1017.0,6090.0
Kepler-1748 b,Kepler-1748,Transit,2021,955.0,5376.0
K2-182 b,K2-182,Transit,2018,965.8,5165.0
Kepler-193 b,Kepler-193,Transit,2014,979.0,6335.0
Kepler-739 b,Kepler-739,Transit,2016,775.0,5601.0
Kepler-1991 c,Kepler-1991,Transit,2023,634.0,5477.0
TOI-2345 c,TOI-2345,Transit,2025,544.0,4687.0
Kepler-1616 b,Kepler-1616,Transit,2016,1337.0,6266.0
OGLE-TR-56 b,OGLE-TR-56,Transit,2002,2212.0,6050.0
Kepler-126 d,Kepler-126,Transit,2014,475.0,6239.0
Kepler-37 d,Kepler-37,Transit,2013,499.0,5417.0
HD 40307 b,HD 40307,Radial Velocity,2009,910.0,4977.0
TOI-776 b,TOI-776,Transit,2020,520.0,3709.0
Kepler-445 c,Kepler-445,Transit,2015,341.0,3157.0
Kepler-719 b,Kepler-719,Transit,2016,998.0,5691.0
HAT-P-28 b,HAT-P-28,Transit,2011,1384.0,5680.0
Kepler-1635 b,Kepler-1635,Transit,2016,200.0,5347.0
Kepler-667 b,Kepler-667,Transit,2016,516.0,5327.0
Kepler-772 b,Kepler-772,Transit,2016,866.0,5714.0
Kepler-1709 b,Kepler-1709,Transit,2021,472.0,5789.91
Kepler-4 b,Kepler-4,Transit,2009,1650.0,5857.0
Kepler-557 b,Kepler-557,Transit,2016,1281.0,6068.0
Kepler-611 b,Kepler-611,Transit,2016,1513.0,5761.0
Kepler-1904 b,Kepler-1904,Transit,2021,567.0,3833.0
Kepler-374 c,Kepler-374,Transit,2014,1467.0,5977.0
Kepler-186 f,Kepler-186,Transit,2014,177.0,3755.0
Kepler-473 b,Kepler-473,Transit,2016,879.0,5816.0
Kepler-351 c,Kepler-351,Transit,2014,431.0,5643.0
Kepler-1061 b,Kepler-1061,Transit,2016,1332.0,6067.0
Kepler-9 d,Kepler-9,Transit,2010,2026.0,5774.0
Kepler-865 c,Kepler-865,Transit,2023,914.0,5284.0
Kepler-316 b,Kepler-316,Transit,2014,837.0,4204.0
Kepler-329 b,Kepler-329,Transit,2014,547.0,4257.0
Kepler-1085 c,Kepler-1085,Transit,2020,491.0,6000.0
Kepler-310 d,Kepler-310,Transit,2014,353.0,5797.0
Kepler-1585 b,Kepler-1585,Transit,2016,1064.0,5538.0
Kepler-1068 b,Kepler-1068,Transit,2016,702.0,5806.0
Kepler-7 b,Kepler-7,Transit,2009,1630.0,5933.0
Kepler-1799 b,Kepler-1799,Transit,2021,770.0,5540.0
Kepler-161 c,Kepler-161,Transit,2014,769.0,4992.0
Kepler-553 c,Kepler-553,Transit,2016,251.0,5266.0
Kepler-1169 b,Kepler-1169,Transit,2016,1125.0,6191.0
Kepler-861 b,Kepler-861,Transit,2016,966.0,5047.0
Kepler-1305 b,Kepler-1305,Transit,2016,733.0,5701.0
Kepler-1144 b,Kepler-1144,Transit,2016,811.0,5753.0
K2-115 b,K2-115,Transit,2017,696.0,5657.0
Kepler-489 b,Kepler-489,Transit,2016,538.0,5014.0
Kepler-1162 c,Kepler-1162,Transit,2023,401.0,5276.0
Kepler-839 b,Kepler-839,Transit,2016,626.0,6058.0
K2-342 b,K2-342,Transit,2021,861.0,5920.0
Kepler-1088 b,Kepler-1088,Transit,2016,667.0,5975.0
Kepler-1597 b,Kepler-1597,Transit,2016,1497.0,6377.0
TOI-480 b,TOI-480,Transit,2024,1198.94,6212.0
Kepler-960 b,Kepler-960,Transit,2016,1391.0,4755.0
Kepler-261 c,Kepler-261,Transit,2014,505.0,5098.0
Kepler-1440 b,Kepler-1440,Transit,2016,597.0,5698.0
WASP-157 b,WASP-157,Transit,2016,1193.0,5772.0
Kepler-188 b,Kepler-188,Transit,2014,1463.0,6021.0
Kepler-1386 b,Kepler-1386,Transit,2016,1011.0,5733.0
Kepler-588 b,Kepler-588,Transit,2016,1176.0,5835.0
Kepler-1380 b,Kepler-1380,Transit,2016,786.0,5570.0
Kepler-528 b,Kepler-528,Transit,2016,708.0,5807.0
TOI-5573 b,TOI-5573,Transit,2025,528.0,3790.0
HATS-26 b,HATS-26,Transit,2016,1918.0,6071.0
Kepler-1533 b,Kepler-1533,Transit,2016,330.0,6431.0
Kepler-387 b,Kepler-387,Transit,2014,994.0,5774.0
Kepler-102 c,Kepler-102,Transit,2014,777.0,4909.0
Kepler-215 e,Kepler-215,Transit,2014,405.0,5739.0
Kepler-394 b,Kepler-394,Transit,2014,1035.0,6402.0
Kepler-820 b,Kepler-820,Transit,2016,554.0,6260.0
Kepler-1126 c,Kepler-1126,Transit,2023,305.0,5798.0
K2-259 b,K2-259,Transit,2018,795.0,6059.0
K2-263 b,K2-263,Transit,2018,470.0,5368.0
Kepler-416 c,Kepler-416,Transit Timing Variations,2014,791.0,5620.27
Kepler-401 c,Kepler-401,Transit,2014,598.0,6117.0
Kepler-1469 b,Kepler-1469,Transit,2016,551.0,5507.0
Kepler-769 c,Kepler-769,Transit,2016,803.0,6186.0
Kepler-1483 b,Kepler-1483,Transit,2016,1131.0,6337.0
Kepler-462 b,Kepler-462,Transit,2016,611.0,7500.0
Kepler-1183 b,Kepler-1183,Transit,2016,555.0,5765.0
TOI-1443 b,TOI-1443,Transit,2024,520.66,5236.0
Kepler-1900 b,Kepler-1900,Transit,2021,1356.0,5853.0
Kepler-608 b,Kepler-608,Transit,2016,1069.0,5820.0
Kepler-59 b,Kepler-59,Transit,2012,864.0,6074.0
Kepler-888 b,Kepler-888,Transit,2016,417.0,5875.0
Kepler-228 d,Kepler-228,Transit,2014,835.0,6043.0
